HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.img,Input.truck_name,Answer.FoodItem1,Answer.FoodItem10,Answer.FoodItem11,Answer.FoodItem12,Answer.FoodItem13,Answer.FoodItem14,Answer.FoodItem15,Answer.FoodItem16,Answer.FoodItem17,Answer.FoodItem18,Answer.FoodItem19,Answer.FoodItem2,Answer.FoodItem20,Answer.FoodItem21,Answer.FoodItem22,Answer.FoodItem23,Answer.FoodItem24,Answer.FoodItem25,Answer.FoodItem26,Answer.FoodItem27,Answer.FoodItem28,Answer.FoodItem29,Answer.FoodItem3,Answer.FoodItem30,Answer.FoodItem4,Answer.FoodItem5,Answer.FoodItem6,Answer.FoodItem7,Answer.FoodItem8,Answer.FoodItem9,Answer.Price1,Answer.Price10,Answer.Price11,Answer.Price12,Answer.Price13,Answer.Price14,Answer.Price15,Answer.Price16,Answer.Price17,Answer.Price18,Answer.Price19,Answer.Price2,Answer.Price20,Answer.Price21,Answer.Price22,Answer.Price23,Answer.Price24,Answer.Price25,Answer.Price26,Answer.Price27,Answer.Price28,Answer.Price29,Answer.Price3,Answer.Price30,Answer.Price4,Answer.Price5,Answer.Price6,Answer.Price7,Answer.Price8,Answer.Price9,Answer.Truck_Name,Approve,Reject
38Z7YZ2SB3TPSAW3UE99HP4II4GIQL,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,33L7PJKHCHPBI49CSYWEYPG75QY8TW,A2XA9NIUUIGUGM,Approved,Tue Apr 23 12:35:52 PDT 2019,Tue Apr 23 12:38:47 PDT 2019,Fri Apr 26 12:38:47 PDT 2019,2019-04-26 19:39:07 UTC,,,175,100% (4/4),100% (4/4),100% (4/4),https://s3.amazonaws.com/nets213images/halal_2.jpg,halal,Chicken Gyro,None,None,None,None,None,None,None,None,None,None,Lamb Gyro,None,None,None,None,None,None,None,None,None,None,Combo Gyro,None,Falafel Sandwich,Fish Gyro,Shrimp Gyro,Kabab Gyro,None,None,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,0,0,halal,,
38Z7YZ2SB3TPSAW3UE99HP4II4GIQL,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,3BQU611VFQBSCUJ8ZKXB7LA6VPD99M,A2Y5XC6F1BYXS3,Approved,Tue Apr 23 12:49:54 PDT 2019,Tue Apr 23 12:51:10 PDT 2019,Fri Apr 26 12:51:10 PDT 2019,2019-04-26 19:52:07 UTC,,,76,100% (5/5),100% (5/5),100% (5/5),https://s3.amazonaws.com/nets213images/halal_2.jpg,halal,Chicken Gyro,None,None,None,None,None,None,None,None,None,None,Lamb Gyro,None,None,None,None,None,None,None,None,None,None,Combo Gyro,None,Falafel Sandwich,Fish Gyro,Shrimp Gyro,Kabab Gyro,None,None,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,0,0,halal,,
38Z7YZ2SB3TPSAW3UE99HP4II4GIQL,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,3C44YUNSI2GP77CWSPYAF7TBRE8PDC,APICU54PD3JZF,Approved,Tue Apr 23 05:45:46 PDT 2019,Tue Apr 23 05:46:51 PDT 2019,Fri Apr 26 05:46:51 PDT 2019,2019-04-26 12:47:07 UTC,,,65,100% (6/6),100% (6/6),100% (6/6),https://s3.amazonaws.com/nets213images/halal_2.jpg,halal,Chicken Gyro,None,None,None,None,None,None,None,None,None,None,Lamb gyro,None,None,None,None,None,None,None,None,None,None,Combo gyro,None,Falafel sandwich,Fish gyro,Shrimp gyro,Kabab gyro,None,None,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,0,0,halal,,
38Z7YZ2SB3TPSAW3UE99HP4II4GIQL,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,3IXQG4FA2UPB0NY5X4B7YR5WJPGB9Y,A2V5EHWCQVEH9K,Approved,Tue Apr 23 12:36:32 PDT 2019,Tue Apr 23 12:37:37 PDT 2019,Fri Apr 26 12:37:37 PDT 2019,2019-04-26 19:38:07 UTC,,,65,100% (4/4),100% (4/4),100% (4/4),https://s3.amazonaws.com/nets213images/halal_2.jpg,halal,Chicken Gyro,None,None,None,None,None,None,None,None,None,None,Lamb Gyro,None,None,None,None,None,None,None,None,None,None,Combo Gyro,None,Falafel Sandwich,Fish Gyro,Shrimp Gyro,Kabab Gyro,None,None,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,0,0,halal,,
38Z7YZ2SB3TPSAW3UE99HP4II4GIQL,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,3XXU1SWE8NMOLJ50RUSIA5KXY31A0Q,A1HTSCH5NYPS4R,Approved,Tue Apr 23 12:15:57 PDT 2019,Tue Apr 23 12:16:43 PDT 2019,Fri Apr 26 12:16:43 PDT 2019,2019-04-26 19:17:07 UTC,,,46,100% (6/6),100% (6/6),100% (6/6),https://s3.amazonaws.com/nets213images/halal_2.jpg,halal,Chicken Gyro,None,None,None,None,None,None,None,None,None,None,Lamb Gyro,None,None,None,None,None,None,None,None,None,None,Combo Gyro,None,Falafel Sandwich,Fish Gyro,Shrimp Gyro,Kabab Gyro,None,None,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,0,0,halal,,
3OB6JN3A9QGB0U1US8W1E8L4VZ2MR6,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,30BUDKLTXEMQ638D450GNJ6F0QA5E1,A2Y5XC6F1BYXS3,Approved,Tue Apr 23 12:24:45 PDT 2019,Tue Apr 23 12:28:07 PDT 2019,Fri Apr 26 12:28:07 PDT 2019,2019-04-26 19:29:07 UTC,,,202,100% (5/5),100% (5/5),100% (5/5),https://s3.amazonaws.com/nets213images/lovash.jpg,lovash,Vegetable Samosa,Chicken Bihari,Chicken Kebab,None,None,None,None,None,None,None,None,Aloo Tikki Chhole,None,None,None,None,None,None,None,None,None,None,Lovash Daal (Vegan),None,Patta Gobi,Chana Masala,Vegetable Curry,Mutter Paneer,Chicken Tikka Masala,"Keema, Potato",1.5,6,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,6,6,lovash,,
3OB6JN3A9QGB0U1US8W1E8L4VZ2MR6,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,3FTF2T8WLS93OQWGSV73L5IHTQY9WC,A2AR3VBIMNRRJJ,Approved,Tue Apr 23 13:19:45 PDT 2019,Tue Apr 23 13:26:10 PDT 2019,Fri Apr 26 13:26:10 PDT 2019,2019-04-26 20:27:07 UTC,,,385,100% (2/2),100% (2/2),100% (2/2),https://s3.amazonaws.com/nets213images/lovash.jpg,lovash,Vegetable Samosa,Chicken Bihari,Chicken Kebab,None,None,None,None,None,None,None,None,Aloo Tikki Chhole,None,None,None,None,None,None,None,None,None,None,Lovash Daal (Vegan ),None,Patta Gobi,Chana Masala,Vegetable Curry,Mutter Paneer,Chicken Tikka Masala,"Kuma, Potato",1.5,6 or 7,7 or 8,0,0,0,0,0,0,0,0,5 or 6,0,0,0,0,0,0,0,0,0,0,5 or 6,0,5 or 6,5 or 6,5 or 6,5 or 6,6 or 7,6 or 7,lovash,,
3OB6JN3A9QGB0U1US8W1E8L4VZ2MR6,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,3T111IHZ5FHYGUFUT1XXY6A01BJ9R9,A31BYUGRYXVLJL,Approved,Tue Apr 23 13:12:32 PDT 2019,Tue Apr 23 13:16:29 PDT 2019,Fri Apr 26 13:16:29 PDT 2019,2019-04-26 20:17:07 UTC,,,237,100% (3/3),100% (3/3),100% (3/3),https://s3.amazonaws.com/nets213images/lovash.jpg,lovash,Vegetable Samosa,Chicken Kebab Small,Aloo Tikki Chhole Large,Lovash Daal Large,Patta Gobi Large,Chana Masala Large,Vegetable Curry Large,Mutter Paneer Large,Chicken Tikka Masala Large,"Kurma, Potato Large",Chicken Bihari,Aloo Tikki Chhole Small,Chicken Kebab,None,None,None,None,None,None,None,None,None,Patta Gobi Small,None,Chana Masala Small,Vegetable Curry Small,Mutter Paneer Small,Chicken Tikka Masala,"Kurma, Potato Small",Chicken Bihari Small,1.5,7,6,6,6,6,6,6,7,7,7,5,8,0,0,0,0,0,0,0,0,0,5,0,5,5,5,6,6,6,lovash,,
3OB6JN3A9QGB0U1US8W1E8L4VZ2MR6,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,3ZSY5X72NY21NHJ0VQGFVW5PWA3OR0,APICU54PD3JZF,Approved,Tue Apr 23 05:30:33 PDT 2019,Tue Apr 23 05:33:49 PDT 2019,Fri Apr 26 05:33:49 PDT 2019,2019-04-26 12:34:07 UTC,,,196,100% (6/6),100% (6/6),100% (6/6),https://s3.amazonaws.com/nets213images/lovash.jpg,lovash,Vegetable Samosa,Chichen Bihari,Chicken Kebab,None,None,None,None,None,None,None,None,Aloo Tikki Chhole,None,None,None,None,None,None,None,None,None,None,Lovash Daal (Vegan),None,Patta Gobi,Chana Masala,Vegetable Curry,Mutter Paneer,Chicken Tikka Masala,"Keema, potato",1.5,6,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,6,6,lovash,,
3TD33TP5DLTNIMBGZ8K652L0JWABAY,36R4ILE2GAUBVI3T48LAQUSF1ZHFHX,Truck Tracker menu copying,This task is to copy down menu items and prices from the given pictures,"food truck, menu, price, food",$0.00 ,Thu Apr 18 16:17:15 PDT 2019,5,BatchId:234762;OriginalHitTemplateId:920937243;,1800,259200,Tue Apr 23 16:17:15 PDT 2019,,,3AQF3RZ5599EVL8N4ZURX75F8MS6FS,A32TTE4XXN6MQZ,Approved,Sun Apr 21 15:50:36 PDT 2019,Sun Apr 21 15:52:25 PDT 2019,Wed Apr 24 15:52:25 PDT 2019,2019-04-24 22:53:07 UTC,,,109,100% (1/1),100% (1/1),100% (1/1),https://s3.amazonaws.com/nets213images/tacos_don_memo.jpg,tocos_don_memo,Burrito,None,None,None,None,None,None,None,None,None,None,Tacos,None,None,None,None,None,None,None,None,None,None,Torta,None,Torta Cubana,Tostada,Quesadilla,None,None,None,$7 ,0,0,0,0,0,0,0,0,0,0,$2.5 each or 3 for $7,0,0,0,0,0,0,0,0,0,0,$7 ,0,$9 ,$3 ,$7 ,0,0,0,tocos_don_memo,,
